case_id,task,perturbation,perturbation_name,text,gold_route,predicted_route,gold_department,predicted_department,gold_risk,predicted_risk,gold_red_flags,predicted_red_flags,acceptable_doc_ids,evidence_doc_ids,evidence_citation_ids,evidence_departments,evidence_scores,abstained,followup_missing,latency_ms,error
HR0036,high_risk,4,P4 错别字与未登录改写,症状记录为胸口发紧并疼痛。,high_risk_fast_path,evidence_triage,心血管内科,呼吸内科,高,中,胸痛,,,card-angina-medlineplus | resp-ambient-air-pollution | resp-pulmonary-hypertension-nhlbi,card-angina-medlineplus#1 | resp-ambient-air-pollution#2 | resp-pulmonary-hypertension-nhlbi#1,心血管内科 | 呼吸内科 | 呼吸内科,0.7391 | 0.735 | 0.7223,False,,6557.423,
HR0037,high_risk,4,P4 错别字与未登录改写,今天突然有胸口像被压住一样疼。,high_risk_fast_path,evidence_triage,心血管内科,心血管内科,高,中,胸痛,,,card-angina-medlineplus | card-rheumatic-heart-disease | card-obesity-overweight,card-angina-medlineplus#1 | card-rheumatic-heart-disease#2 | card-obesity-overweight#2,心血管内科 | 心血管内科 | 心血管内科,0.7038 | 0.6959 | 0.6948,False,,763.298,
HR0038,high_risk,4,P4 错别字与未登录改写,目前最明显的是心口突然疼得厉害。,high_risk_fast_path,evidence_triage,心血管内科,消化内科,高,中,胸痛,,,gast-pancreatitis-niddk | gast-pancreatitis-medlineplus | resp-copd-nhlbi,gast-pancreatitis-niddk#1 | gast-pancreatitis-medlineplus#1 | resp-copd-nhlbi#1,消化内科 | 消化内科 | 呼吸内科,0.7296 | 0.7099 | 0.7022,False,,769.357,
HR0039,high_risk,4,P4 错别字与未登录改写,刚刚发现胸前区压榨样疼。,high_risk_fast_path,evidence_triage,心血管内科,心血管内科,高,中,胸痛,,,card-cvd-warning-signs | card-angina-medlineplus | card-angina-medlineplus,card-cvd-warning-signs#0 | card-angina-medlineplus#1 | card-angina-medlineplus#0,心血管内科 | 心血管内科 | 心血管内科,0.6707 | 0.6675 | 0.6549,False,,586.399,
HR0040,high_risk,4,P4 错别字与未登录改写,需要分诊，表现为胸口发紧并疼痛。,high_risk_fast_path,evidence_triage,心血管内科,呼吸内科,高,中,胸痛,,,resp-pulmonary-hypertension-nhlbi | resp-ambient-air-pollution | card-angina-medlineplus,resp-pulmonary-hypertension-nhlbi#1 | resp-ambient-air-pollution#2 | card-angina-medlineplus#1,呼吸内科 | 呼吸内科 | 心血管内科,0.7845 | 0.7718 | 0.767,False,,401.987,
HR0041,high_risk,0,P0 规范表达,患者描述：呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.013,
HR0042,high_risk,0,P0 规范表达,家属说刚才出现呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.013,
HR0043,high_risk,0,P0 规范表达,我现在主要是呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.011,
HR0044,high_risk,0,P0 规范表达,症状记录为呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.014,
HR0045,high_risk,0,P0 规范表达,今天突然有呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.011,
HR0046,high_risk,0,P0 规范表达,目前最明显的是呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.012,
HR0047,high_risk,0,P0 规范表达,刚刚发现呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.012,
HR0048,high_risk,0,P0 规范表达,需要分诊，表现为呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.016,
HR0049,high_risk,1,P1 口语与同义表达,患者描述：气短。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.012,
HR0050,high_risk,1,P1 口语与同义表达,家属说刚才出现呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.016,
HR0051,high_risk,1,P1 口语与同义表达,我现在主要是气短。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.013,
HR0052,high_risk,1,P1 口语与同义表达,症状记录为呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.012,
HR0053,high_risk,1,P1 口语与同义表达,今天突然有气短。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.012,
HR0054,high_risk,1,P1 口语与同义表达,目前最明显的是呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.012,
HR0055,high_risk,1,P1 口语与同义表达,刚刚发现气短。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.012,
HR0056,high_risk,1,P1 口语与同义表达,需要分诊，表现为呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.015,
HR0057,high_risk,2,P2 组合与背景干扰,患者描述：呼吸困难，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.015,
HR0058,high_risk,2,P2 组合与背景干扰,家属说刚才出现呼吸困难，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.015,
HR0059,high_risk,2,P2 组合与背景干扰,我现在主要是呼吸困难，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.014,
HR0060,high_risk,2,P2 组合与背景干扰,症状记录为呼吸困难，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.015,
HR0061,high_risk,2,P2 组合与背景干扰,今天突然有呼吸困难，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.014,
HR0062,high_risk,2,P2 组合与背景干扰,目前最明显的是呼吸困难，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.015,
HR0063,high_risk,2,P2 组合与背景干扰,刚刚发现呼吸困难，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.015,
HR0064,high_risk,2,P2 组合与背景干扰,需要分诊，表现为呼吸困难，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.017,
HR0065,high_risk,3,P3 否定与跨症状干扰,患者描述：开始没有气促，不过后来明确出现呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.019,
HR0066,high_risk,3,P3 否定与跨症状干扰,家属说刚才出现开始没有咯血，不过后来明确出现呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.018,
HR0067,high_risk,3,P3 否定与跨症状干扰,我现在主要是开始没有便血，不过后来明确出现呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.019,
HR0068,high_risk,3,P3 否定与跨症状干扰,症状记录为开始没有晕厥，不过后来明确出现呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.018,
HR0069,high_risk,3,P3 否定与跨症状干扰,今天突然有开始没有意识不清，不过后来明确出现呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.018,
HR0070,high_risk,3,P3 否定与跨症状干扰,目前最明显的是开始没有大出血，不过后来明确出现呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.018,
HR0071,high_risk,3,P3 否定与跨症状干扰,刚刚发现开始没有胸痛，不过后来明确出现呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.018,
HR0072,high_risk,3,P3 否定与跨症状干扰,需要分诊，表现为开始没有呼吸困难，不过后来明确出现呼吸困难。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,呼吸困难,呼吸困难,,,,,,False,,0.021,
HR0073,high_risk,4,P4 错别字与未登录改写,患者描述：突然喘不上来气。,high_risk_fast_path,evidence_triage,呼吸内科,呼吸内科,高,中,呼吸困难,,,resp-household-air-pollution | card-heart-failure-medlineplus | resp-copd-medlineplus,resp-household-air-pollution#2 | card-heart-failure-medlineplus#2 | resp-copd-medlineplus#1,呼吸内科 | 心血管内科 | 呼吸内科,0.769 | 0.7303 | 0.7145,False,,803.079,
HR0074,high_risk,4,P4 错别字与未登录改写,家属说刚才出现感觉吸不进空气。,high_risk_fast_path,evidence_triage,呼吸内科,呼吸内科,高,中,呼吸困难,,,resp-household-air-pollution | resp-copd-overview | card-heart-failure-medlineplus,resp-household-air-pollution#2 | resp-copd-overview#1 | card-heart-failure-medlineplus#2,呼吸内科 | 呼吸内科 | 心血管内科,0.7274 | 0.6874 | 0.6752,False,,799.514,
HR0075,high_risk,4,P4 错别字与未登录改写,我现在主要是喘得说不出整句。,high_risk_fast_path,evidence_triage,呼吸内科,呼吸内科,高,中,呼吸困难,,,resp-household-air-pollution | resp-asthma-medlineplus | card-heart-failure-medlineplus,resp-household-air-pollution#2 | resp-asthma-medlineplus#1 | card-heart-failure-medlineplus#2,呼吸内科 | 呼吸内科 | 心血管内科,0.6905 | 0.6694 | 0.6566,False,,613.686,
HR0076,high_risk,4,P4 错别字与未登录改写,症状记录为呼吸很费劲。,high_risk_fast_path,evidence_triage,呼吸内科,呼吸内科,高,中,呼吸困难,,,resp-household-air-pollution | resp-copd-overview | card-heart-failure-medlineplus,resp-household-air-pollution#2 | resp-copd-overview#1 | card-heart-failure-medlineplus#2,呼吸内科 | 呼吸内科 | 心血管内科,0.7697 | 0.7217 | 0.7212,False,,424.293,
HR0077,high_risk,4,P4 错别字与未登录改写,今天突然有突然喘不上来气。,high_risk_fast_path,evidence_triage,呼吸内科,呼吸内科,高,中,呼吸困难,,,resp-household-air-pollution | card-heart-failure-medlineplus | resp-copd-medlineplus,resp-household-air-pollution#2 | card-heart-failure-medlineplus#2 | resp-copd-medlineplus#1,呼吸内科 | 心血管内科 | 呼吸内科,0.7525 | 0.7228 | 0.6963,False,,781.518,
HR0078,high_risk,4,P4 错别字与未登录改写,目前最明显的是感觉吸不进空气。,high_risk_fast_path,evidence_triage,呼吸内科,呼吸内科,高,中,呼吸困难,,,resp-household-air-pollution | resp-copd-overview | card-heart-failure-medlineplus,resp-household-air-pollution#2 | resp-copd-overview#1 | card-heart-failure-medlineplus#2,呼吸内科 | 呼吸内科 | 心血管内科,0.7414 | 0.7235 | 0.7146,False,,614.064,
HR0079,high_risk,4,P4 错别字与未登录改写,刚刚发现喘得说不出整句。,high_risk_fast_path,evidence_triage,呼吸内科,呼吸内科,高,中,呼吸困难,,,resp-household-air-pollution | resp-copd-nhlbi | resp-asthma-medlineplus,resp-household-air-pollution#2 | resp-copd-nhlbi#1 | resp-asthma-medlineplus#1,呼吸内科 | 呼吸内科 | 呼吸内科,0.6576 | 0.6424 | 0.6338,False,,449.352,
HR0080,high_risk,4,P4 错别字与未登录改写,需要分诊，表现为呼吸很费劲。,high_risk_fast_path,evidence_triage,呼吸内科,呼吸内科,高,中,呼吸困难,,,resp-household-air-pollution | card-heart-failure-medlineplus | resp-copd-overview,resp-household-air-pollution#2 | card-heart-failure-medlineplus#2 | resp-copd-overview#1,呼吸内科 | 心血管内科 | 呼吸内科,0.8114 | 0.7721 | 0.7697,False,,247.207,
HR0081,high_risk,0,P0 规范表达,患者描述：气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.012,
HR0082,high_risk,0,P0 规范表达,家属说刚才出现气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.012,
HR0083,high_risk,0,P0 规范表达,我现在主要是气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.012,
HR0084,high_risk,0,P0 规范表达,症状记录为气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.012,
HR0085,high_risk,0,P0 规范表达,今天突然有气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.012,
HR0086,high_risk,0,P0 规范表达,目前最明显的是气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.012,
HR0087,high_risk,0,P0 规范表达,刚刚发现气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.012,
HR0088,high_risk,0,P0 规范表达,需要分诊，表现为气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.015,
HR0089,high_risk,1,P1 口语与同义表达,患者描述：气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.012,
HR0090,high_risk,1,P1 口语与同义表达,家属说刚才出现气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.012,
HR0091,high_risk,1,P1 口语与同义表达,我现在主要是气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.012,
HR0092,high_risk,1,P1 口语与同义表达,症状记录为气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.012,
HR0093,high_risk,1,P1 口语与同义表达,今天突然有气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.011,
HR0094,high_risk,1,P1 口语与同义表达,目前最明显的是气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.012,
HR0095,high_risk,1,P1 口语与同义表达,刚刚发现气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.012,
HR0096,high_risk,1,P1 口语与同义表达,需要分诊，表现为气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.015,
HR0097,high_risk,2,P2 组合与背景干扰,患者描述：气促，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.015,
HR0098,high_risk,2,P2 组合与背景干扰,家属说刚才出现气促，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.015,
HR0099,high_risk,2,P2 组合与背景干扰,我现在主要是气促，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.015,
HR0100,high_risk,2,P2 组合与背景干扰,症状记录为气促，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.014,
HR0101,high_risk,2,P2 组合与背景干扰,今天突然有气促，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.014,
HR0102,high_risk,2,P2 组合与背景干扰,目前最明显的是气促，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.014,
HR0103,high_risk,2,P2 组合与背景干扰,刚刚发现气促，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.014,
HR0104,high_risk,2,P2 组合与背景干扰,需要分诊，表现为气促，同时伴有出汗和乏力。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.018,
HR0105,high_risk,3,P3 否定与跨症状干扰,患者描述：开始没有咯血，不过后来明确出现气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.018,
HR0106,high_risk,3,P3 否定与跨症状干扰,家属说刚才出现开始没有便血，不过后来明确出现气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.018,
HR0107,high_risk,3,P3 否定与跨症状干扰,我现在主要是开始没有晕厥，不过后来明确出现气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.018,
HR0108,high_risk,3,P3 否定与跨症状干扰,症状记录为开始没有意识不清，不过后来明确出现气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.018,
HR0109,high_risk,3,P3 否定与跨症状干扰,今天突然有开始没有大出血，不过后来明确出现气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.018,
HR0110,high_risk,3,P3 否定与跨症状干扰,目前最明显的是开始没有胸痛，不过后来明确出现气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.018,
HR0111,high_risk,3,P3 否定与跨症状干扰,刚刚发现开始没有呼吸困难，不过后来明确出现气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.023,
HR0112,high_risk,3,P3 否定与跨症状干扰,需要分诊，表现为开始没有气促，不过后来明确出现气促。,high_risk_fast_path,high_risk_fast_path,呼吸内科,呼吸内科,高,高,气促,气促,,,,,,False,,0.022,
HR0113,high_risk,4,P4 错别字与未登录改写,患者描述：呼吸特别急。,high_risk_fast_path,evidence_triage,呼吸内科,呼吸内科,高,中,气促,,,resp-household-air-pollution | card-heart-failure-medlineplus | resp-tuberculosis-who,resp-household-air-pollution#2 | card-heart-failure-medlineplus#2 | resp-tuberculosis-who#2,呼吸内科 | 心血管内科 | 呼吸内科,0.8393 | 0.7644 | 0.7508,False,,793.407,
